"","X.3","X.2","X.1","X","id","sexo","fechnac","educ","catlab","salario","salini","tiempemp","expprev","minoria","genero","ci","edad","grupedad","estudios","salargr"
"138",138,138,138,138,138,"Hombre","1947-01-09",12,"Administrativo",30900,15000,88,252,"No","Masculino",105.323274372065,43.1156741957563,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"139",139,139,139,139,139,"Mujer","1931-06-18",8,"Administrativo",20100,13200,88,90,"No","Femenino",81.3695856458496,58.6776180698152,"Más de 40 años","Primarios","Hasta 25.000 $"
"140",140,140,140,140,140,"Mujer","1965-04-05",12,"Administrativo",22350,13500,88,26,"No","Femenino",84.8972268207693,24.8788501026694,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"141",141,141,141,141,141,"Mujer","1966-06-14",15,"Administrativo",35550,13350,88,32,"No","Femenino",103.7623789697,23.6878850102669,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"142",142,142,142,142,142,"Mujer","1966-11-13",12,"Administrativo",28500,13950,88,34,"No","Femenino",102.92670623513,23.2717316906229,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"143",143,143,143,143,143,"Mujer","1939-08-24",12,"Administrativo",24450,13200,88,107,"No","Femenino",107.663634299272,50.4941820670773,"Más de 40 años","Secundarios","Hasta 25.000 $"
"144",144,144,144,144,144,"Mujer","1931-08-28",8,"Administrativo",16650,9750,88,412,"No","Femenino",89.1274206913467,58.4832306639288,"Más de 40 años","Primarios","Hasta 25.000 $"
"145",145,145,145,145,145,"Hombre","1964-01-15",12,"Administrativo",26700,13500,88,38,"Sí","Masculino",115.442183363247,26.0999315537303,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"146",146,146,146,146,146,"Hombre","1951-01-02",18,"Administrativo",43950,23250,88,182,"Sí","Masculino",86.3072083919243,39.1348391512663,"Entre 35 y 40 años","Superiores","Entre 25.001 y 50.000 $"
"147",147,147,147,147,147,"Hombre","1936-09-11",15,"Administrativo",23700,13500,88,359,"Sí","Masculino",80.8245315073582,53.4428473648186,"Más de 40 años","Medios","Hasta 25.000 $"
"148",148,148,148,148,148,"Mujer","1959-10-05",15,"Administrativo",26550,14250,88,61,"Sí","Femenino",114.992594245954,30.3791923340178,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"149",149,149,149,149,149,"Hombre","1962-06-28",12,"Administrativo",27600,15000,87,75,"No","Masculino",89.9092138042929,27.6495550992471,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"150",150,150,150,150,150,"Hombre","1954-03-05",12,"Administrativo",25800,15000,87,143,"No","Masculino",112.841967336861,35.9644079397673,"Entre 35 y 40 años","Secundarios","Entre 25.001 y 50.000 $"
"151",151,151,151,151,151,"Hombre","1954-08-16",16,"Directivo",42300,26250,87,126,"No","Masculino",99.3829563074493,35.5154004106776,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"152",152,152,152,152,152,"Hombre","1929-05-03",8,"Seguridad",30750,15000,87,451,"No","Masculino",123.555424698373,60.8021902806297,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"153",153,153,153,153,153,"Mujer","1967-05-13",12,"Administrativo",26700,12900,87,18,"No","Femenino",112.191357439288,22.776180698152,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"154",154,154,154,154,154,"Mujer","1940-06-07",12,"Administrativo",20850,12000,87,163,"No","Femenino",117.688832748794,49.7056810403833,"Más de 40 años","Secundarios","Hasta 25.000 $"
"155",155,155,155,155,155,"Hombre","1963-03-06",15,"Administrativo",35250,15000,87,54,"Sí","Masculino",110.229768086219,26.9623545516769,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"156",156,156,156,156,156,"Hombre","1963-01-12",15,"Administrativo",26700,15000,87,56,"Sí","Masculino",110.294375341098,27.1074606433949,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"157",157,157,157,157,157,"Mujer","1967-07-02",12,"Administrativo",26550,13050,87,11,"Sí","Femenino",105.563920621485,22.6392881587953,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"158",158,158,158,158,158,"Mujer","1964-09-20",12,"Administrativo",27750,12000,87,11,"Sí","Femenino",102.627596549715,25.4182067077344,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"159",159,159,159,159,159,"Mujer","1951-01-13",16,"Administrativo",25050,12750,87,123,"Sí","Femenino",125.112278166001,39.1047227926078,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"160",160,160,160,160,160,"Hombre","1951-08-27",16,"Directivo",66000,47490,86,150,"No","Masculino",116.536547227164,38.4859685147159,"Entre 35 y 40 años","Medios","Entre 50.001 y 75.000 $"
"161",161,161,161,161,161,"Hombre","1963-02-11",16,"Administrativo",52650,19500,86,20,"No","Masculino",116.498077372556,27.025325119781,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"162",162,162,162,162,162,"Hombre","1961-05-25",16,"Directivo",45625,23250,86,60,"No","Masculino",82.3120435745033,28.7419575633128,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"163",163,163,163,163,163,"Hombre","1965-11-10",15,"Administrativo",30900,15000,86,25,"No","Masculino",87.4827904561009,24.2792607802875,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"164",164,164,164,164,164,"Mujer","1965-08-13",15,"Administrativo",29400,16500,86,24,"No","Femenino",137.447112813302,24.5229295003422,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"165",165,165,165,165,165,"Mujer","1966-04-29",15,"Administrativo",33300,13500,86,24,"No","Femenino",80.6666077525279,23.813826146475,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"166",166,166,166,166,166,"Mujer","1942-07-12",12,"Administrativo",21900,9750,86,156,"No","Femenino",89.2562554628046,47.6112251882272,"Más de 40 años","Secundarios","Hasta 25.000 $"
"167",167,167,167,167,167,"Mujer","1932-08-26",12,"Administrativo",18150,9750,86,72,"No","Femenino",102.789471369284,57.4866529774127,"Más de 40 años","Secundarios","Hasta 25.000 $"
"168",168,168,168,168,168,"Mujer","1962-04-23",16,"Directivo",46875,17250,86,19,"No","Femenino",102.892971625821,27.8302532511978,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"169",169,169,169,169,169,"Hombre","1965-05-23",12,"Administrativo",25500,14400,86,37,"Sí","Masculino",102.220450406972,24.7474332648871,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"170",170,170,170,170,170,"Hombre","1964-06-13",12,"Administrativo",26550,15000,86,38,"Sí","Masculino",90.5195176720957,25.6892539356605,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"171",171,171,171,171,171,"Hombre","1930-01-21",12,"Administrativo",26700,13500,86,367,"Sí","Masculino",111.092602107801,60.082135523614,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"172",172,172,172,172,172,"Mujer","1953-06-13",15,"Administrativo",29850,15000,86,79,"Sí","Femenino",117.887366653424,36.6899383983573,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"173",173,173,173,173,173,"Hombre","1950-01-15",20,"Directivo",69250,42480,85,134,"No","Masculino",126.784469530766,40.0985626283368,"Más de 40 años","Superiores","Entre 50.001 y 75.000 $"
"174",174,174,174,174,174,"Hombre","1935-01-07",8,"Seguridad",31950,15000,85,438,"No","Masculino",107.288246307997,55.1211498973306,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"175",175,175,175,175,175,"Hombre","1938-01-08",8,"Administrativo",26250,15600,85,171,"No","Masculino",97.2956134963447,52.1177275838467,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"176",176,176,176,176,176,"Mujer","1962-10-05",16,"Administrativo",35700,17250,85,19,"No","Femenino",104.378904977425,27.378507871321,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"177",177,177,177,177,177,"Mujer","1962-08-11",12,"Administrativo",28500,16500,85,69,"No","Femenino",94.0098228175916,27.5290896646133,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"178",178,178,178,178,178,"Mujer","1938-01-17",12,"Administrativo",17100,10200,85,72,"No","Femenino",81.651746584159,52.0930869267625,"Más de 40 años","Secundarios","Hasta 25.000 $"
"179",179,179,179,179,179,"Hombre","1965-01-19",12,"Administrativo",25200,13050,85,29,"Sí","Masculino",93.1331724086811,25.0869267624914,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"180",180,180,180,180,180,"Mujer","1960-01-23",12,"Administrativo",24000,12750,85,59,"Sí","Femenino",102.736549568412,30.0780287474333,"Entre 30 y 35 años","Secundarios","Hasta 25.000 $"
"181",181,181,181,181,181,"Mujer","1939-01-04",12,"Administrativo",27450,10200,85,101,"Sí","Femenino",70.2429461703465,51.129363449692,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"182",182,182,182,182,182,"Mujer","1943-03-08",12,"Administrativo",18450,10200,85,228,"Sí","Femenino",117.158533149402,46.9568788501027,"Más de 40 años","Secundarios","Hasta 25.000 $"
"183",183,183,183,183,183,"Hombre","1960-03-01",15,"Administrativo",39300,15750,84,72,"No","Masculino",102.444369437651,29.9739904175222,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"184",184,184,184,184,184,"Hombre","1964-11-05",15,"Administrativo",38850,15000,84,53,"No","Masculino",109.824310034571,25.2922655715264,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"185",185,185,185,185,185,"Hombre","1930-08-28",8,"Seguridad",30750,15000,84,380,"No","Masculino",102.594683230826,59.482546201232,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"186",186,186,186,186,186,"Hombre","1964-07-06",15,"Administrativo",37500,20400,84,33,"No","Masculino",90.460786527394,25.6262833675565,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"187",187,187,187,187,187,"Hombre","1963-07-29",16,"Directivo",58750,21750,84,13,"No","Masculino",97.9262139122904,26.5653661875428,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"188",188,188,188,188,188,"Mujer","1934-02-04",12,"Administrativo",34500,18750,84,208,"No","Femenino",109.840459422377,56.0438056125941,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"189",189,189,189,189,189,"Mujer","1950-03-28",12,"Administrativo",36000,19980,84,240,"No","Femenino",136.400787225858,39.9014373716632,"Entre 35 y 40 años","Secundarios","Entre 25.001 y 50.000 $"
"190",190,190,190,190,190,"Mujer","1932-11-15",8,"Administrativo",29100,16500,84,35,"No","Femenino",121.92833107236,57.264887063655,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"191",191,191,191,191,191,"Mujer","1931-10-23",12,"Administrativo",16500,10200,84,288,"No","Femenino",102.350849390027,58.3299110198494,"Más de 40 años","Secundarios","Hasta 25.000 $"
"192",192,192,192,192,192,"Hombre","1949-10-09",12,"Administrativo",19650,12750,84,180,"Sí","Masculino",90.832418399808,40.3668720054757,"Más de 40 años","Secundarios","Hasta 25.000 $"
"193",193,193,193,193,193,"Mujer","1966-07-22",12,"Administrativo",24750,12000,84,41,"Sí","Femenino",90.3029143346103,23.5838466803559,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"194",194,194,194,194,194,"Mujer","1938-04-10",15,"Administrativo",27150,15750,84,231,"Sí","Femenino",97.9950901233374,51.8658453114305,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"195",195,195,195,195,195,"Mujer","1955-11-06",12,"Administrativo",26400,12750,84,36,"Sí","Femenino",98.1908564199082,34.2915811088296,"Entre 30 y 35 años","Secundarios","Entre 25.001 y 50.000 $"
"196",196,196,196,196,196,"Mujer","1946-03-03",16,"Administrativo",23100,12000,84,214,"Sí","Femenino",77.7067257238851,43.9698836413415,"Más de 40 años","Medios","Hasta 25.000 $"
"197",197,197,197,197,197,"Hombre","1962-10-01",15,"Directivo",54900,25500,83,49,"No","Masculino",91.9891737560848,27.3894592744695,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"198",198,198,198,198,198,"Hombre","1952-03-17",19,"Directivo",70875,43500,83,156,"No","Masculino",81.7092523950865,37.9301848049281,"Entre 35 y 40 años","Superiores","Entre 50.001 y 75.000 $"
"199",199,199,199,199,199,"Hombre","1958-02-02",16,"Directivo",51250,27480,83,69,"No","Masculino",103.911432620415,32.0492813141684,"Entre 30 y 35 años","Medios","Entre 50.001 y 75.000 $"
"200",200,200,200,200,200,"Hombre","1963-02-13",17,"Directivo",67500,34980,83,9,"No","Masculino",102.660666753703,27.0198494182067,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"201",201,201,201,201,201,"Hombre","1955-05-08",12,"Administrativo",29340,19500,83,150,"No","Masculino",97.9050685679053,34.7898699520876,"Entre 30 y 35 años","Secundarios","Entre 25.001 y 50.000 $"
"202",202,202,202,202,202,"Hombre","1963-03-17",15,"Administrativo",39600,16500,83,47,"No","Masculino",110.038901055859,26.9322381930185,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"203",203,203,203,203,203,"Hombre","1964-03-17",12,"Administrativo",29100,15000,83,50,"No","Masculino",92.4879771650614,25.9301848049281,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"204",204,204,204,204,204,"Hombre","1960-10-21",15,"Administrativo",33150,16500,83,69,"No","Masculino",98.4490791412138,29.3333333333333,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"205",205,205,205,205,205,"Hombre","1944-06-22",16,"Directivo",66750,52500,83,258,"No","Masculino",138.183231917967,45.6646132785763,"Más de 40 años","Medios","Entre 50.001 y 75.000 $"
"206",206,206,206,206,206,"Hombre","1943-05-22",12,"Seguridad",33750,15000,83,284,"No","Masculino",93.0037226454472,46.7515400410678,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"207",207,207,207,207,207,"Hombre","1959-02-15",15,"Administrativo",27300,17250,83,91,"No","Masculino",106.664379699987,31.0143737166324,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"208",208,208,208,208,208,"Mujer","1968-11-28",12,"Administrativo",24000,11250,83,16,"No","Femenino",96.9745280740729,21.2292950034223,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"209",209,209,209,209,209,"Mujer","1934-01-14",8,"Administrativo",19800,10200,83,75,"No","Femenino",126.652476628301,56.1013004791239,"Más de 40 años","Primarios","Hasta 25.000 $"
"210",210,210,210,210,210,"Hombre","1949-05-04",15,"Administrativo",30600,16500,83,216,"Sí","Masculino",86.8742528968276,40.7994524298426,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"211",211,211,211,211,211,"Hombre","1950-11-08",15,"Administrativo",28950,15000,83,108,"Sí","Masculino",95.5867295376306,39.2854209445585,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"212",212,212,212,212,212,"Hombre","1965-05-14",15,"Administrativo",38400,16500,83,64,"Sí","Masculino",130.171093989387,24.7720739219713,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"213",213,213,213,213,213,"Hombre","1945-10-20",8,"Seguridad",30750,15000,83,302,"Sí","Masculino",85.4239244367243,44.3367556468172,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"214",214,214,214,214,214,"Mujer","1968-09-13",12,"Administrativo",20400,10950,83,9,"Sí","Femenino",81.5620086125921,21.4373716632444,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"215",215,215,215,215,215,"Mujer","1968-09-15",12,"Administrativo",19200,11100,83,7,"Sí","Femenino",130.173561009488,21.4318959616701,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"216",216,216,216,216,216,"Hombre","1964-05-16",15,"Administrativo",30150,15750,82,72,"No","Masculino",97.3227639308454,25.7659137577002,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"217",217,217,217,217,217,"Hombre","1949-03-15",16,"Administrativo",34620,27750,82,149,"No","Masculino",99.0186782868938,40.9363449691992,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"218",218,218,218,218,218,"Hombre","1964-03-21",15,"Administrativo",80000,15750,82,34,"No","Masculino",116.863775821108,25.9192334017796,"Entre 25 y 30 años","Medios","Más de 75.000 $"
"219",219,219,219,219,219,"Hombre","1963-02-02",12,"Administrativo",25350,15000,82,32,"No","Masculino",88.028450895366,27.0499657768652,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"220",220,220,220,220,220,"Hombre","1963-08-17",12,"Administrativo",29850,15750,82,85,"No","Masculino",91.5413874560093,26.5133470225873,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"221",221,221,221,221,221,"Mujer","1947-05-22",12,"Administrativo",24000,13800,82,97,"No","Femenino",123.567784359245,42.7515400410678,"Más de 40 años","Secundarios","Hasta 25.000 $"
"222",222,222,222,222,222,"Mujer","1935-09-15",15,"Administrativo",27750,19500,82,265,"No","Femenino",103.671570699811,54.4339493497604,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"223",223,223,223,223,223,"Mujer","1942-03-14",8,"Administrativo",22350,10200,82,48,"No","Femenino",101.693583201162,47.9397672826831,"Más de 40 años","Primarios","Hasta 25.000 $"
"224",224,224,224,224,224,"Mujer","1934-11-20",12,"Administrativo",16200,10200,82,0,"No","Femenino",100.358292169167,55.2525667351129,"Más de 40 años","Secundarios","Hasta 25.000 $"
"225",225,225,225,225,225,"Mujer","1967-10-13",15,"Administrativo",21900,12750,82,0,"No","Femenino",107.533604651369,22.3572895277207,"Hasta 25 años","Medios","Hasta 25.000 $"
"226",226,226,226,226,226,"Mujer","1964-06-21",16,"Administrativo",23250,15750,82,4,"No","Femenino",60.1068978879227,25.6673511293634,"Entre 25 y 30 años","Medios","Hasta 25.000 $"
"227",227,227,227,227,227,"Mujer","1965-07-17",12,"Administrativo",33900,12000,82,11,"No","Femenino",123.473421166967,24.5968514715948,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"228",228,228,228,228,228,"Mujer","1963-09-21",15,"Administrativo",25650,14250,82,51,"No","Femenino",94.3778191599465,26.4175222450376,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"229",229,229,229,229,229,"Mujer","1940-08-21",12,"Administrativo",17250,10200,82,358,"No","Femenino",117.312132353087,49.5003422313484,"Más de 40 años","Secundarios","Hasta 25.000 $"
"230",230,230,230,230,230,"Hombre","1934-02-04",15,"Administrativo",22500,15000,82,371,"Sí","Masculino",104.527823247531,56.0438056125941,"Más de 40 años","Medios","Hasta 25.000 $"
"231",231,231,231,231,231,"Hombre","1965-01-09",16,"Directivo",40200,21000,81,3,"No","Masculino",63.8633275783993,25.1143052703628,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"232",232,232,232,232,232,"Hombre","1963-09-13",19,"Directivo",55500,33750,81,62,"No","Masculino",112.458956680907,26.4394250513347,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"233",233,233,233,233,233,"Hombre","1963-07-21",15,"Administrativo",26550,15000,81,52,"No","Masculino",102.99308489898,26.5872689938398,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"234",234,234,234,234,234,"Hombre","1960-11-12",15,"Administrativo",50550,19500,81,44,"No","Masculino",107.775436228073,29.2731006160164,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"235",235,235,235,235,235,"Hombre","1962-09-11",19,"Directivo",75000,31500,81,13,"No","Masculino",88.5710121984505,27.4442162902122,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"236",236,236,236,236,236,"Mujer","1969-05-02",8,"Administrativo",27450,12000,81,9,"No","Femenino",111.441700014554,20.8049281314168,"Hasta 25 años","Primarios","Entre 25.001 y 50.000 $"
"237",237,237,237,237,237,"Mujer","1969-06-04",12,"Administrativo",22650,11250,81,0,"No","Femenino",110.811703788331,20.7145790554415,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"238",238,238,238,238,238,"Mujer","1969-06-15",12,"Administrativo",27300,11250,81,5,"No","Femenino",102.266801485143,20.684462696783,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"239",239,239,239,239,239,"Mujer","1969-09-14",12,"Administrativo",27750,11225,81,5,"No","Femenino",117.975338766691,20.435318275154,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"240",240,240,240,240,240,"Mujer","1961-06-15",16,"Directivo",54375,18750,81,81,"No","Femenino",105.525863315528,28.684462696783,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"241",241,241,241,241,241,"Mujer","1936-08-27",8,"Administrativo",17400,10200,81,390,"No","Femenino",105.079848676282,53.4839151266256,"Más de 40 años","Primarios","Hasta 25.000 $"
"242",242,242,242,242,242,"Mujer","1967-11-03",12,"Administrativo",40800,18000,81,4,"No","Femenino",119.539075427417,22.299794661191,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"243",243,243,243,243,243,"Mujer","1969-02-10",12,"Administrativo",23100,10950,81,0,"No","Femenino",119.334261337371,21.0266940451745,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"244",244,244,244,244,244,"Mujer","1969-09-15",8,"Administrativo",22500,10950,81,5,"No","Femenino",137.86507267255,20.4325804243669,"Hasta 25 años","Primarios","Hasta 25.000 $"
"245",245,245,245,245,245,"Mujer","1969-03-16",12,"Administrativo",26700,11550,81,18,"No","Femenino",117.604911323436,20.933607118412,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"246",246,246,246,246,246,"Mujer","1968-01-14",12,"Administrativo",24900,11250,81,0,"No","Femenino",104.290178939958,22.1026694045175,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"247",247,247,247,247,247,"Mujer","1968-05-13",12,"Administrativo",19650,10950,81,11,"No","Femenino",72.5500590017139,21.7741273100616,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"248",248,248,248,248,248,"Mujer","1969-04-09",12,"Administrativo",22050,10950,81,9,"No","Femenino",107.16122515581,20.8678986995209,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"249",249,249,249,249,249,"Mujer","1969-05-09",12,"Administrativo",25500,12000,81,11,"No","Femenino",89.1731196687477,20.7857631759069,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"250",250,250,250,250,250,"Mujer","1966-10-10",15,"Administrativo",28200,12750,81,19,"No","Femenino",95.0230267068187,23.3648186173854,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"251",251,251,251,251,251,"Mujer","1969-01-19",12,"Administrativo",23100,11250,81,13,"No","Femenino",107.08159442383,21.0869267624914,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"252",252,252,252,252,252,"Hombre","1969-09-18",12,"Administrativo",25500,11400,81,9,"Sí","Masculino",102.687969323473,20.4243668720055,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"253",253,253,253,253,253,"Mujer","1942-02-21",8,"Administrativo",17100,10200,81,0,"Sí","Femenino",66.6368413427806,47.9972621492129,"Más de 40 años","Primarios","Hasta 25.000 $"
"254",254,254,254,254,254,"Hombre","1964-02-08",18,"Directivo",68125,32490,80,29,"No","Masculino",103.282053537067,26.0342231348392,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"255",255,255,255,255,255,"Hombre","1932-08-15",12,"Seguridad",30600,15750,80,460,"No","Masculino",83.9837508275357,57.5167693360712,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"256",256,256,256,256,256,"Hombre","1948-01-03",19,"Directivo",52125,27480,80,221,"No","Masculino",94.1763612280626,42.1327857631759,"Más de 40 años","Superiores","Entre 50.001 y 75.000 $"
"257",257,257,257,257,257,"Hombre","1951-09-24",19,"Directivo",61875,36750,80,199,"No","Masculino",82.9203346763118,38.4093086926762,"Entre 35 y 40 años","Superiores","Entre 50.001 y 75.000 $"
"258",258,258,258,258,258,"Hombre","1969-03-09",8,"Administrativo",21300,11550,80,24,"No","Masculino",47.1749684130697,20.952772073922,"Hasta 25 años","Primarios","Hasta 25.000 $"
"259",259,259,259,259,259,"Mujer","1969-03-15",12,"Administrativo",19650,11250,80,5,"No","Femenino",118.245659888173,20.9363449691992,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"260",260,260,260,260,260,"Mujer","1969-02-20",12,"Administrativo",22350,11250,80,5,"No","Femenino",114.075139730886,20.9993155373032,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"261",261,261,261,261,261,"Mujer","1969-03-27",12,"Administrativo",23400,11250,80,18,"No","Femenino",106.03910231588,20.9034907597536,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"262",262,262,262,262,262,"Mujer","1968-06-20",12,"Administrativo",24300,10950,80,8,"No","Femenino",75.7168455229651,21.6700889801506,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"263",263,263,263,263,263,"Mujer","1968-10-13",12,"Administrativo",28500,11250,80,4,"No","Femenino",64.9227940613305,21.3552361396304,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"264",264,264,264,264,264,"Mujer","1969-01-16",12,"Administrativo",19950,11250,80,8,"No","Femenino",102.030079791164,21.0951403148528,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"265",265,265,265,265,265,"Mujer","1969-09-24",12,"Administrativo",23400,11250,80,0,"No","Femenino",109.118793571296,20.4079397672827,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"266",266,266,266,266,266,"Mujer","1963-10-07",16,"Administrativo",34500,17250,80,3,"No","Femenino",91.9326451210311,26.3737166324435,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"267",267,267,267,267,267,"Mujer","1969-08-24",12,"Administrativo",18150,10950,80,0,"No","Femenino",114.428220209377,20.4928131416838,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"268",268,268,268,268,268,"Hombre","1936-05-16",12,"Administrativo",22350,15000,80,272,"Sí","Masculino",96.3939023570561,53.7659137577002,"Más de 40 años","Secundarios","Hasta 25.000 $"
"269",269,269,269,269,269,"Hombre","1966-03-17",15,"Administrativo",40200,17250,79,38,"No","Masculino",114.286012092053,23.9315537303217,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"270",270,270,270,270,270,"Hombre","1947-10-29",15,"Administrativo",28650,18000,79,261,"No","Masculino",102.033191961254,42.3134839151266,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"271",271,271,271,271,271,"Hombre","1963-08-24",15,"Administrativo",27750,16500,79,55,"No","Masculino",108.891836893582,26.4941820670773,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"272",272,272,272,272,272,"Hombre","1964-06-17",18,"Administrativo",66875,31980,79,30,"No","Masculino",132.187179677331,25.678302532512,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"273",273,273,273,273,273,"Hombre","1939-11-12",12,"Seguridad",30000,15750,79,308,"No","Masculino",96.1762963056819,50.2751540041068,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"274",274,274,274,274,274,"Hombre","1964-08-04",16,"Directivo",83750,21750,79,12,"No","Masculino",116.36814934798,25.5468856947296,"Entre 25 y 30 años","Medios","Más de 75.000 $"
"275",275,275,275,275,275,"Hombre","1963-01-14",12,"Administrativo",33900,16500,79,94,"No","Masculino",89.1415185045941,27.1019849418207,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"276",276,276,276,276,276,"Hombre","1965-05-11",16,"Directivo",56500,21000,79,12,"No","Masculino",118.617787375597,24.7802874743326,"Hasta 25 años","Medios","Entre 50.001 y 75.000 $"
